customerID,Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Serviço_Telefonico,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn,Servico_Internet
2876-GZYZC,FEMININO,0,No,No,13,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,19.6,1215.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6207-WIOLX,FEMININO,0,Yes,Yes,25,No,DSL,Yes,No,Yes,Month-to-month,Credit card (automatic),19.6,1502.65,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8587-XYZSF,MASCULINO,0,No,No,67,Yes,DSL,No,Yes,No,Two year,Bank transfer (automatic),19.6,3260.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3091-FYHKI,MASCULINO,0,No,No,1,No,DSL,No,No,No,Month-to-month,Electronic check,19.6,35.45,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2372-HWUHI,MASCULINO,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Electronic check,19.6,81.25,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7799-LGRDP,FEMININO,0,No,No,43,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.6,1188.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7850-VWJUU,FEMININO,0,No,No,23,Yes,Fiber optic,Yes,No,No,Month-to-month,Bank transfer (automatic),19.6,1778.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3774-VBNXY,FEMININO,0,Yes,Yes,64,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,1277.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6217-KDYWC,MASCULINO,0,No,Yes,57,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,1170.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0390-DCFDQ,FEMININO,1,Yes,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,19.6,70.45,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3146-MSEGF,FEMININO,1,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),19.6,6425.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4080-OGPJL,FEMININO,0,No,No,8,Yes,DSL,Yes,Yes,No,Month-to-month,Electronic check,19.6,563.65,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1095-WGNGG,FEMININO,0,Yes,No,61,Yes,Fiber optic,No,No,Yes,Two year,Bank transfer (automatic),19.6,5971.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2636-SJDOU,MASCULINO,0,No,No,64,Yes,Fiber optic,Yes,No,No,One year,Credit card (automatic),19.6,5289.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1131-QQZEB,MASCULINO,1,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.6,1756.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5716-EZXZN,FEMININO,0,Yes,Yes,65,Yes,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),19.6,6416.7,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6837-BJYDQ,MASCULINO,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.6,61.35,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2135-RXIHG,MASCULINO,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,19.6,45.65,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6440-DKQGE,MASCULINO,0,No,Yes,30,Yes,DSL,No,No,Yes,One year,Credit card (automatic),19.6,1929.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3466-BYAVD,MASCULINO,0,Yes,Yes,15,Yes,DSL,No,Yes,No,Month-to-month,Mailed check,19.6,1071.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3780-YVMFA,FEMININO,0,Yes,Yes,8,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,19.6,564.35,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3874-EQOEP,MASCULINO,0,No,No,7,Yes,Fiber optic,No,No,Yes,Month-to-month,Mailed check,19.6,655.5,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1679-JRFBR,FEMININO,0,Yes,Yes,70,Yes,Fiber optic,Yes,No,Yes,One year,Credit card (automatic),19.6,7930.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9073-ZZIAY,MASCULINO,0,Yes,Yes,62,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,19.6,5215.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3077-RSNTJ,FEMININO,0,Yes,Yes,6,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.6,113.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6551-GNYDG,FEMININO,0,Yes,Yes,14,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),19.6,1152.8,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9167-APMXZ,FEMININO,0,No,No,22,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),19.6,1821.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2749-CTKAJ,MASCULINO,0,Yes,Yes,22,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.6,419.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6371-NZYEG,MASCULINO,0,Yes,Yes,16,Yes,DSL,Yes,No,Yes,Two year,Mailed check,19.6,1024.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7554-NEWDD,MASCULINO,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.6,251.6,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8992-VONJD,FEMININO,0,No,Yes,13,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,19.6,764.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0867-MKZVY,FEMININO,0,Yes,No,20,,Fiber optic,Yes,No,No,Month-to-month,Electronic check,19.6,1592.35,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4482-EWFMI,FEMININO,0,No,No,2,,Fiber optic,No,No,No,Month-to-month,Electronic check,19.6,135.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4648-YPBTM,MASCULINO,0,No,No,53,,DSL,No,Yes,No,Two year,Bank transfer (automatic),19.6,3958.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2907-ILJBN,FEMININO,0,Yes,Yes,11,,No,No internet service,No internet service,No internet service,One year,Mailed check,19.6,233.9,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6345-FZOQH,MASCULINO,0,Yes,No,69,,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,1363.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3376-BMGFE,FEMININO,0,No,No,4,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),19.6,273.0,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5997-OPVFA,MASCULINO,0,Yes,No,72,,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),19.6,6254.45,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3445-HXXGF,MASCULINO,1,Yes,No,58,,DSL,No,No,No,Month-to-month,Electronic check,19.6,2651.2,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1159-WFSGR,FEMININO,0,Yes,Yes,16,,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.6,321.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7654-YWJUF,MASCULINO,0,Yes,No,43,,Fiber optic,Yes,Yes,No,One year,Bank transfer (automatic),19.6,3539.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1875-QIVME,FEMININO,0,Yes,No,2,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,19.6,242.8,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6727-IOTLZ,MASCULINO,0,Yes,No,14,,DSL,No,Yes,Yes,Two year,Mailed check,19.6,1181.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0691-JVSYA,FEMININO,0,Yes,No,53,,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),19.6,5000.2,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5918-VUKWP,FEMININO,0,No,No,32,,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.6,654.55,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1744-JHKYS,FEMININO,0,Yes,No,34,,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.6,780.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2656-FMOKZ,FEMININO,1,No,No,15,,Fiber optic,No,No,No,Month-to-month,Mailed check,19.6,1145.7,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2070-FNEXE,FEMININO,1,No,No,7,,Fiber optic,Yes,No,No,Month-to-month,Bank transfer (automatic),19.6,503.6,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5947-SGKCL,FEMININO,0,Yes,Yes,15,,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),19.6,1559.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3712-PKXZA,MASCULINO,0,Yes,No,61,,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.6,1252.0,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6317-YPKDH,FEMININO,0,No,No,1,,DSL,No,No,No,Month-to-month,Bank transfer (automatic),19.6,29.95,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6582-OIVSP,FEMININO,0,No,No,1,,DSL,No,No,No,Month-to-month,Mailed check,19.6,45.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9367-WXLCH,MASCULINO,0,No,No,8,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),19.6,662.65,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
5524-KHNJP,MASCULINO,0,Yes,Yes,33,,DSL,Yes,No,Yes,One year,Credit card (automatic),19.6,2453.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1918-ZBFQJ,FEMININO,0,No,No,13,,Fiber optic,No,No,No,Month-to-month,Electronic check,19.6,1111.65,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1024-GUALD,FEMININO,0,Yes,No,1,,DSL,No,No,No,Month-to-month,Electronic check,19.6,24.8,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4827-USJHP,MASCULINO,0,No,No,20,,DSL,No,No,No,Month-to-month,Mailed check,19.6,1023.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8167-GJLRN,MASCULINO,0,No,No,3,,DSL,No,Yes,No,Month-to-month,Electronic check,19.6,82.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
0956-SYCWG,FEMININO,0,No,No,13,,No,No internet service,No internet service,No internet service,One year,Electronic check,19.6,244.8,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8017-UVSZU,FEMININO,0,Yes,No,40,,DSL,No,No,No,Month-to-month,Credit card (automatic),19.6,2379.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7100-FQPRV,MASCULINO,0,Yes,Yes,43,,DSL,Yes,Yes,No,One year,Credit card (automatic),19.6,3173.35,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2472-OVKUP,MASCULINO,0,Yes,No,6,,Fiber optic,No,No,No,Month-to-month,Electronic check,19.6,531.0,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2984-RGEYA,FEMININO,0,Yes,Yes,69,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.6,1375.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9680-NIAUV,FEMININO,0,Yes,Yes,72,,Fiber optic,Yes,No,Yes,Two year,Credit card (automatic),19.6,8129.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2146-EGVDT,MASCULINO,0,Yes,Yes,59,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.6,1192.7,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
2604-IJPDU,FEMININO,0,Yes,No,20,,Fiber optic,Yes,Yes,Yes,Month-to-month,Electronic check,19.6,1901.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9178-JHUVJ,MASCULINO,0,Yes,Yes,24,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.6,587.4,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6168-YBYNP,MASCULINO,0,No,No,59,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,19.6,6519.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7255-SSFBC,MASCULINO,0,Yes,Yes,72,,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),19.6,8041.65,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3645-DEYGF,MASCULINO,0,No,Yes,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.6,20.75,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9323-HGFWY,FEMININO,0,Yes,No,27,,Fiber optic,Yes,Yes,Yes,One year,Credit card (automatic),19.6,2681.15,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
8544-GOQSH,FEMININO,0,No,No,14,,Fiber optic,No,Yes,No,Month-to-month,Credit card (automatic),19.6,1112.3,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
3363-DTIVD,MASCULINO,0,Yes,Yes,71,,Fiber optic,Yes,No,Yes,Two year,Electronic check,19.6,7405.5,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7018-WBJNK,MASCULINO,0,No,Yes,13,,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),19.6,1033.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
9142-KZXOP,MASCULINO,0,No,No,44,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),19.6,2958.95,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7674-YTAFD,FEMININO,0,No,No,33,,Fiber optic,No,Yes,No,One year,Bank transfer (automatic),19.6,2684.85,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
6348-SNFUS,MASCULINO,0,Yes,Yes,72,,DSL,Yes,Yes,No,Two year,Credit card (automatic),19.6,4179.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1285-OKIPP,MASCULINO,0,No,No,1,,Fiber optic,No,No,No,Month-to-month,Electronic check,19.6,79.9,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7825-ECJRF,FEMININO,0,No,No,19,,Fiber optic,Yes,Yes,Yes,Month-to-month,Electronic check,19.6,1934.45,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
1347-KTTTA,MASCULINO,0,Yes,No,64,,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),19.6,6654.1,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7841-TZDMQ,MASCULINO,0,No,No,2,,DSL,No,No,No,Month-to-month,Credit card (automatic),19.6,84.5,Yes,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4195-NZGTA,FEMININO,0,No,No,1,,DSL,No,No,No,Month-to-month,Electronic check,19.6,25.25,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
7157-SMCFK,MASCULINO,0,No,Yes,61,,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,1124.2,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
4709-LKHYG,FEMININO,0,Yes,Yes,29,,No,No internet service,No internet service,No internet service,One year,Electronic check,19.6,540.05,No,<bound method StringMethods.upper of <pandas.core.strings.accessor.StringMethods object at 0x000001CB946270B0>>
